# Odd number information

# `n`       a positive odd integer
# `base3`   the ternary representation of n
# `base2`   the binary representation of n
# `dist`    the number of odd-to-odd Collatz for n steps to reach 1
# `nl`      the odd core valuation of the even number n-1 to the left of odd n
# `nr`      the odd core valuation of the even number n+1 to the right of odd n
# `m*`      the prime residues of n modulo a set of primes
# `factors` the prime factors of n

    n,      base3,           base2, dist,        nl,        nr, m3, m5, m7, m11, m13, m17, factors
 7573,  101101111,   1110110010101,   10,  (1893 2),  (3787 1), 1,  3,  6,  5,   7,   8,   {7573}
 7575,  101101120,   1110110010111,   27,  (3787 1),   (947 3), 0,  0,  1,  7,   9,   10,  {3 5 101}
 7577,  101101122,   1110110011001,   27,   (947 3),  (3789 1), 2,  2,  3,  9,   11,  12,  {7577}
 7579,  101101201,   1110110011011,   46,  (3789 1),  (1895 2), 1,  4,  5,  0,   0,   14,  {11 13 53}
 7581,  101101210,   1110110011101,   63,  (1895 2),  (3791 1), 0,  1,  0,  2,   2,   16,  {3 7 19}
 7583,  101101212,   1110110011111,   27,  (3791 1),   (237 5), 2,  3,  2,  4,   4,   1,   {7583}
 7585,  101101221,   1110110100001,   46,   (237 5),  (3793 1), 1,  0,  4,  6,   6,   3,   {5 37 41}
 7587,  101102000,   1110110100011,   22,  (3793 1),  (1897 2), 0,  2,  6,  8,   8,   5,   {3 281}
 7589,  101102002,   1110110100101,   22,  (1897 2),  (3795 1), 2,  4,  1,  10,  10,  7,   {7589}
 7591,  101102011,   1110110100111,   63,  (3795 1),   (949 3), 1,  1,  3,  1,   12,  9,   {7591}
 7593,  101102020,   1110110101001,   63,   (949 3),  (3797 1), 0,  3,  5,  3,   1,   11,  {3 2531}
 7595,  101102022,   1110110101011,   46,  (3797 1),  (1899 2), 2,  0,  0,  5,   3,   13,  {5 7 31}
 7597,  101102101,   1110110101101,   22,  (1899 2),  (3799 1), 1,  2,  2,  7,   5,   15,  {71 107}
 7599,  101102110,   1110110101111,   17,  (3799 1),   (475 4), 0,  4,  4,  9,   7,   0,   {3 17 149}
 7601,  101102112,   1110110110001,    7,   (475 4),  (3801 1), 2,  1,  6,  0,   9,   2,   {11 691}
 7603,  101102121,   1110110110011,    7,  (3801 1),  (1901 2), 1,  3,  1,  2,   11,  4,   {7603}
 7605,  101102200,   1110110110101,    7,  (1901 2),  (3803 1), 0,  0,  3,  4,   0,   6,   {3 5 13}
 7607,  101102202,   1110110110111,   27,  (3803 1),   (951 3), 2,  2,  5,  6,   2,   8,   {7607}
 7609,  101102211,   1110110111001,    7,   (951 3),  (3805 1), 1,  4,  0,  8,   4,   10,  {7 1087}
 7611,  101102220,   1110110111011,   46,  (3805 1),  (1903 2), 0,  1,  2,  10,  6,   12,  {3 43 59}
 7613,  101102222,   1110110111101,   46,  (1903 2),  (3807 1), 2,  3,  4,  1,   8,   14,  {23 331}
 7615,  101110001,   1110110111111,   17,  (3807 1),   (119 6), 1,  0,  6,  3,   10,  16,  {5 1523}
 7617,  101110010,   1110111000001,   63,   (119 6),  (3809 1), 0,  2,  1,  5,   12,  1,   {3 2539}
 7619,  101110012,   1110111000011,   63,  (3809 1),  (1905 2), 2,  4,  3,  7,   1,   3,   {19 401}
 7621,  101110021,   1110111000101,   10,  (1905 2),  (3811 1), 1,  1,  5,  9,   3,   5,   {7621}
 7623,  101110100,   1110111000111,   22,  (3811 1),   (953 3), 0,  3,  0,  0,   5,   7,   {3 7 11}
 7625,  101110102,   1110111001001,   27,   (953 3),  (3813 1), 2,  0,  2,  2,   7,   9,   {5 61}
 7627,  101110111,   1110111001011,   27,  (3813 1),  (1907 2), 1,  2,  4,  4,   9,   11,  {29 263}
 7629,  101110120,   1110111001101,    7,  (1907 2),  (3815 1), 0,  4,  6,  6,   11,  13,  {3 2543}
 7631,  101110122,   1110111001111,   63,  (3815 1),   (477 4), 2,  1,  1,  8,   0,   15,  {13 587}
 7633,  101110201,   1110111010001,    7,   (477 4),  (3817 1), 1,  3,  3,  10,  2,   0,   {17 449}
 7635,  101110210,   1110111010011,   27,  (3817 1),  (1909 2), 0,  0,  5,  1,   4,   2,   {3 5 509}
 7637,  101110212,   1110111010101,   10,  (1909 2),  (3819 1), 2,  2,  0,  3,   6,   4,   {7 1091}
 7639,  101110221,   1110111010111,    7,  (3819 1),   (955 3), 1,  4,  2,  5,   8,   6,   {7639}
 7641,  101111000,   1110111011001,    7,   (955 3),  (3821 1), 0,  1,  4,  7,   10,  8,   {3 283}
 7643,  101111002,   1110111011011,   22,  (3821 1),  (1911 2), 2,  3,  6,  9,   12,  10,  {7643}
 7645,  101111011,   1110111011101,    7,  (1911 2),  (3823 1), 1,  0,  1,  0,   1,   12,  {5 11 139}
 7647,  101111020,   1110111011111,   63,  (3823 1),   (239 5), 0,  2,  3,  2,   3,   14,  {3 2549}
 7649,  101111022,   1110111100001,   39,   (239 5),  (3825 1), 2,  4,  5,  4,   5,   16,  {7649}
 7651,  101111101,   1110111100011,   10,  (3825 1),  (1913 2), 1,  1,  0,  6,   7,   1,   {7 1093}
 7653,  101111110,   1110111100101,   27,  (1913 2),  (3827 1), 0,  3,  2,  8,   9,   3,   {3 2551}
 7655,  101111112,   1110111100111,   27,  (3827 1),   (957 3), 2,  0,  4,  10,  11,  5,   {5 1531}
 7657,  101111121,   1110111101001,   27,   (957 3),  (3829 1), 1,  2,  6,  1,   0,   7,   {13 19 31}
 7659,  101111200,   1110111101011,   63,  (3829 1),  (1915 2), 0,  4,  1,  3,   2,   9,   {3 23 37}
 7661,  101111202,   1110111101101,   63,  (1915 2),  (3831 1), 2,  1,  3,  5,   4,   11,  {47 163}
 7663,  101111211,   1110111101111,   29,  (3831 1),   (479 4), 1,  3,  5,  7,   6,   13,  {79 97}
 7665,  101111220,   1110111110001,   17,   (479 4),  (3833 1), 0,  0,  0,  9,   8,   15,  {3 5 7 73}
 7667,  101111222,   1110111110011,   17,  (3833 1),  (1917 2), 2,  2,  2,  0,   10,  0,   {11 17 41}
 7669,  101112001,   1110111110101,   17,  (1917 2),  (3835 1), 1,  4,  4,  2,   12,  2,   {7669}
 7671,  101112010,   1110111110111,   46,  (3835 1),   (959 3), 0,  1,  6,  4,   1,   4,   {3 2557}
 7673,  101112012,   1110111111001,   17,   (959 3),  (3837 1), 2,  3,  1,  6,   3,   6,   {7673}
 7675,  101112021,   1110111111011,   63,  (3837 1),  (1919 2), 1,  0,  3,  8,   5,   8,   {5 307}
 7677,  101112100,   1110111111101,   46,  (1919 2),  (3839 1), 0,  2,  5,  10,  7,   10,  {3 853}
 7679,  101112102,   1110111111111,   39,  (3839 1),    (15 9), 2,  4,  0,  1,   9,   12,  {7 1097}
 7681,  101112111,   1111000000001,   63,    (15 9),  (3841 1), 1,  1,  2,  3,   11,  14,  {7681}
 7683,  101112120,   1111000000011,   10,  (3841 1),  (1921 2), 0,  3,  4,  5,   0,   16,  {3 13 197}
 7685,  101112122,   1111000000101,   51,  (1921 2),  (3843 1), 2,  0,  6,  7,   2,   1,   {5 29 53}
 7687,  101112201,   1111000000111,   17,  (3843 1),   (961 3), 1,  2,  1,  9,   4,   3,   {7687}
 7689,  101112210,   1111000001001,   17,   (961 3),  (3845 1), 0,  4,  3,  0,   6,   5,   {3 11 233}
 7691,  101112212,   1111000001011,   51,  (3845 1),  (1923 2), 2,  1,  5,  2,   8,   7,   {7691}
 7693,  101112221,   1111000001101,   15,  (1923 2),  (3847 1), 1,  3,  0,  4,   10,  9,   {7 157}
 7695,  101120000,   1111000001111,   51,  (3847 1),   (481 4), 0,  0,  2,  6,   12,  11,  {3 5 19}
 7697,  101120002,   1111000010001,   15,   (481 4),  (3849 1), 2,  2,  4,  8,   1,   13,  {43 179}
 7699,  101120011,   1111000010011,   46,  (3849 1),  (1925 2), 1,  4,  6,  10,  3,   15,  {7699}
 7701,  101120020,   1111000010101,   15,  (1925 2),  (3851 1), 0,  1,  1,  1,   5,   0,   {3 17 151}
 7703,  101120022,   1111000010111,   51,  (3851 1),   (963 3), 2,  3,  3,  3,   7,   2,   {7703}
 7705,  101120101,   1111000011001,   51,   (963 3),  (3853 1), 1,  0,  5,  5,   9,   4,   {5 23 67}
 7707,  101120110,   1111000011011,   22,  (3853 1),  (1927 2), 0,  2,  0,  7,   11,  6,   {3 7 367}
 7709,  101120112,   1111000011101,   15,  (1927 2),  (3855 1), 2,  4,  2,  9,   0,   8,   {13 593}
 7711,  101120121,   1111000011111,   46,  (3855 1),   (241 5), 1,  1,  4,  0,   2,   10,  {11 701}
 7713,  101120200,   1111000100001,   27,   (241 5),  (3857 1), 0,  3,  6,  2,   4,   12,  {3 857}
 7715,  101120202,   1111000100011,   15,  (3857 1),  (1929 2), 2,  0,  1,  4,   6,   14,  {5 1543}
 7717,  101120211,   1111000100101,   17,  (1929 2),  (3859 1), 1,  2,  3,  6,   8,   16,  {7717}
 7719,  101120220,   1111000100111,   15,  (3859 1),   (965 3), 0,  4,  5,  8,   10,  1,   {3 31 83}
 7721,  101120222,   1111000101001,   39,   (965 3),  (3861 1), 2,  1,  0,  10,  12,  3,   {7 1103}
 7723,  101121001,   1111000101011,   15,  (3861 1),  (1931 2), 1,  3,  2,  1,   1,   5,   {7723}
 7725,  101121010,   1111000101101,   51,  (1931 2),  (3863 1), 0,  0,  4,  3,   3,   7,   {3 5 103}
 7727,  101121012,   1111000101111,   29,  (3863 1),   (483 4), 2,  2,  6,  5,   5,   9,   {7727}
 7729,  101121021,   1111000110001,   51,   (483 4),  (3865 1), 1,  4,  1,  7,   7,   11,  {59 131}
 7731,  101121100,   1111000110011,   51,  (3865 1),  (1933 2), 0,  1,  3,  9,   9,   13,  {3 859}
 7733,  101121102,   1111000110101,    5,  (1933 2),  (3867 1), 2,  3,  5,  0,   11,  15,  {11 19 37}
 7735,  101121111,   1111000110111,   27,  (3867 1),   (967 3), 1,  0,  0,  2,   0,   0,   {5 7 13 17}
 7737,  101121120,   1111000111001,   63,   (967 3),  (3869 1), 0,  2,  2,  4,   2,   2,   {3 2579}
 7739,  101121122,   1111000111011,   51,  (3869 1),  (1935 2), 2,  4,  4,  6,   4,   4,   {71 109}
 7741,  101121201,   1111000111101,   51,  (1935 2),  (3871 1), 1,  1,  6,  8,   6,   6,   {7741}
 7743,  101121210,   1111000111111,   39,  (3871 1),   (121 6), 0,  3,  1,  10,  8,   8,   {3 29 89}
 7745,  101121212,   1111001000001,   15,   (121 6),  (3873 1), 2,  0,  3,  1,   10,  10,  {5 1549}
 7747,  101121221,   1111001000011,   15,  (3873 1),  (1937 2), 1,  2,  5,  3,   12,  12,  {61 127}
 7749,  101122000,   1111001000101,   15,  (1937 2),  (3875 1), 0,  4,  0,  5,   1,   14,  {3 7 41}
 7751,  101122002,   1111001000111,   63,  (3875 1),   (969 3), 2,  1,  2,  7,   3,   16,  {23 337}
 7753,  101122011,   1111001001001,   51,   (969 3),  (3877 1), 1,  3,  4,  9,   5,   1,   {7753}
 7755,  101122020,   1111001001011,   15,  (3877 1),  (1939 2), 0,  0,  6,  0,   7,   3,   {3 5 11 47}
 7757,  101122022,   1111001001101,   15,  (1939 2),  (3879 1), 2,  2,  1,  2,   9,   5,   {7757}
 7759,  101122101,   1111001001111,   51,  (3879 1),   (485 4), 1,  4,  3,  4,   11,  7,   {7759}
 7761,  101122110,   1111001010001,   51,   (485 4),  (3881 1), 0,  1,  5,  6,   0,   9,   {3 13 199}
 7763,  101122112,   1111001010011,   51,  (3881 1),  (1941 2), 2,  3,  0,  8,   2,   11,  {7 1109}
 7765,  101122121,   1111001010101,   34,  (1941 2),  (3883 1), 1,  0,  2,  10,  4,   13,  {5 1553}
 7767,  101122200,   1111001010111,   15,  (3883 1),   (971 3), 0,  2,  4,  1,   6,   15,  {3 863}
 7769,  101122202,   1111001011001,   39,   (971 3),  (3885 1), 2,  4,  6,  3,   8,   0,   {17 457}
 7771,  101122211,   1111001011011,   39,  (3885 1),  (1943 2), 1,  1,  1,  5,   10,  2,   {19 409}
 7773,  101122220,   1111001011101,   10,  (1943 2),  (3887 1), 0,  3,  3,  7,   12,  4,   {3 2591}
 7775,  101122222,   1111001011111,   15,  (3887 1),   (243 5), 2,  0,  5,  9,   1,   6,   {5 311}
 7777,  101200001,   1111001100001,   27,   (243 5),  (3889 1), 1,  2,  0,  0,   3,   8,   {7 11 101}
 7779,  101200010,   1111001100011,   10,  (3889 1),  (1945 2), 0,  4,  2,  2,   5,   10,  {3 2593}
 7781,  101200012,   1111001100101,   10,  (1945 2),  (3891 1), 2,  1,  4,  4,   7,   12,  {31 251}
 7783,  101200021,   1111001100111,   27,  (3891 1),   (973 3), 1,  3,  6,  6,   9,   14,  {43 181}
 7785,  101200100,   1111001101001,   80,   (973 3),  (3893 1), 0,  0,  1,  8,   11,  16,  {3 5 173}
 7787,  101200102,   1111001101011,   22,  (3893 1),  (1947 2), 2,  2,  3,  10,  0,   1,   {13 599}
 7789,  101200111,   1111001101101,   27,  (1947 2),  (3895 1), 1,  4,  5,  1,   2,   3,   {7789}
 7791,  101200120,   1111001101111,   22,  (3895 1),   (487 4), 0,  1,  0,  3,   4,   5,   {3 7 53}
 7793,  101200122,   1111001110001,   34,   (487 4),  (3897 1), 2,  3,  2,  5,   6,   7,   {7793}
 7795,  101200201,   1111001110011,   51,  (3897 1),  (1949 2), 1,  0,  4,  7,   8,   9,   {5 1559}
 7797,  101200210,   1111001110101,   51,  (1949 2),  (3899 1), 0,  2,  6,  9,   10,  11,  {3 23 113}
 7799,  101200212,   1111001110111,   51,  (3899 1),   (975 3), 2,  4,  1,  0,   12,  13,  {11 709}
 7801,  101200221,   1111001111001,   51,   (975 3),  (3901 1), 1,  1,  3,  2,   1,   15,  {29 269}
 7803,  101201000,   1111001111011,   51,  (3901 1),  (1951 2), 0,  3,  5,  4,   3,   0,   {3 17}
 7805,  101201002,   1111001111101,   63,  (1951 2),  (3903 1), 2,  0,  0,  6,   5,   2,   {5 7 223}
 7807,  101201011,   1111001111111,   27,  (3903 1),    (61 7), 1,  2,  2,  8,   7,   4,   {37 211}
 7809,  101201020,   1111010000001,   51,    (61 7),  (3905 1), 0,  4,  4,  10,  9,   6,   {3 19 137}
 7811,  101201022,   1111010000011,   34,  (3905 1),  (1953 2), 2,  1,  6,  1,   11,  8,   {73 107}
 7813,  101201101,   1111010000101,   10,  (1953 2),  (3907 1), 1,  3,  1,  3,   0,   10,  {13 601}
 7815,  101201110,   1111010000111,   46,  (3907 1),   (977 3), 0,  0,  3,  5,   2,   12,  {3 5 521}
 7817,  101201112,   1111010001001,   46,   (977 3),  (3909 1), 2,  2,  5,  7,   4,   14,  {7817}
 7819,  101201121,   1111010001011,   10,  (3909 1),  (1955 2), 1,  4,  0,  9,   6,   16,  {7 1117}
 7821,  101201200,   1111010001101,   34,  (1955 2),  (3911 1), 0,  1,  2,  0,   8,   1,   {3 11 79}
 7823,  101201202,   1111010001111,   27,  (3911 1),   (489 4), 2,  3,  4,  2,   10,  3,   {7823}
 7825,  101201211,   1111010010001,   51,   (489 4),  (3913 1), 1,  0,  6,  4,   12,  5,   {5 313}
 7827,  101201220,   1111010010011,   51,  (3913 1),  (1957 2), 0,  2,  1,  6,   1,   7,   {3 2609}
 7829,  101201222,   1111010010101,   15,  (1957 2),  (3915 1), 2,  4,  3,  8,   3,   9,   {7829}
 7831,  101202001,   1111010010111,   34,  (3915 1),   (979 3), 1,  1,  5,  10,  5,   11,  {41 191}
 7833,  101202010,   1111010011001,   17,   (979 3),  (3917 1), 0,  3,  0,  1,   7,   13,  {3 7 373}
 7835,  101202012,   1111010011011,   17,  (3917 1),  (1959 2), 2,  0,  2,  3,   9,   15,  {5 1567}
 7837,  101202021,   1111010011101,   27,  (1959 2),  (3919 1), 1,  2,  4,  5,   11,  0,   {17 461}
 7839,  101202100,   1111010011111,   27,  (3919 1),   (245 5), 0,  4,  6,  7,   0,   2,   {3 13 67}
 7841,  101202102,   1111010100001,   15,   (245 5),  (3921 1), 2,  1,  1,  9,   2,   4,   {7841}
 7843,  101202111,   1111010100011,   15,  (3921 1),  (1961 2), 1,  3,  3,  0,   4,   6,   {11 23 31}
 7845,  101202120,   1111010100101,   63,  (1961 2),  (3923 1), 0,  0,  5,  2,   6,   8,   {3 5 523}
 7847,  101202122,   1111010100111,   44,  (3923 1),   (981 3), 2,  2,  0,  4,   8,   10,  {7 19 59}
 7849,  101202201,   1111010101001,   44,   (981 3),  (3925 1), 1,  4,  2,  6,   10,  12,  {47 167}
 7851,  101202210,   1111010101011,   27,  (3925 1),  (1963 2), 0,  1,  4,  8,   12,  14,  {3 2617}
 7853,  101202212,   1111010101101,   27,  (1963 2),  (3927 1), 2,  3,  6,  10,  1,   16,  {7853}
 7855,  101202221,   1111010101111,   27,  (3927 1),   (491 4), 1,  0,  1,  1,   3,   1,   {5 1571}
 7857,  101210000,   1111010110001,   34,   (491 4),  (3929 1), 0,  2,  3,  3,   5,   3,   {3 97}
 7859,  101210002,   1111010110011,   34,  (3929 1),  (1965 2), 2,  4,  5,  5,   7,   5,   {29 271}
 7861,  101210011,   1111010110101,   51,  (1965 2),  (3931 1), 1,  1,  0,  7,   9,   7,   {7 1123}
 7863,  101210020,   1111010110111,   27,  (3931 1),   (983 3), 0,  3,  2,  9,   11,  9,   {3 2621}
 7865,  101210022,   1111010111001,   15,   (983 3),  (3933 1), 2,  0,  4,  0,   0,   11,  {5 11 13}
 7867,  101210101,   1111010111011,   15,  (3933 1),  (1967 2), 1,  2,  6,  2,   2,   13,  {7867}
 7869,  101210110,   1111010111101,   34,  (1967 2),  (3935 1), 0,  4,  1,  4,   4,   15,  {3 43 61}
 7871,  101210112,   1111010111111,   27,  (3935 1),   (123 6), 2,  1,  3,  6,   6,   0,   {17 463}
 7873,  101210121,   1111011000001,   51,   (123 6),  (3937 1), 1,  3,  5,  8,   8,   2,   {7873}
 7875,  101210200,   1111011000011,   44,  (3937 1),  (1969 2), 0,  0,  0,  10,  10,  4,   {3 5 7}
 7877,  101210202,   1111011000101,    5,  (1969 2),  (3939 1), 2,  2,  2,  1,   12,  6,   {7877}
 7879,  101210211,   1111011000111,   51,  (3939 1),   (985 3), 1,  4,  4,  3,   1,   8,   {7879}
 7881,  101210220,   1111011001001,   51,   (985 3),  (3941 1), 0,  1,  6,  5,   3,   10,  {3 37 71}
 7883,  101210222,   1111011001011,   27,  (3941 1),  (1971 2), 2,  3,  1,  7,   5,   12,  {7883}
 7885,  101211001,   1111011001101,    5,  (1971 2),  (3943 1), 1,  0,  3,  9,   7,   14,  {5 19 83}
 7887,  101211010,   1111011001111,   63,  (3943 1),   (493 4), 0,  2,  5,  0,   9,   16,  {3 11 239}
 7889,  101211012,   1111011010001,   34,   (493 4),  (3945 1), 2,  4,  0,  2,   11,  1,   {7 23}
 7891,  101211021,   1111011010011,   34,  (3945 1),  (1973 2), 1,  1,  2,  4,   0,   3,   {13 607}
 7893,  101211100,   1111011010101,   15,  (1973 2),  (3947 1), 0,  3,  4,  6,   2,   5,   {3 877}
 7895,  101211102,   1111011010111,   68,  (3947 1),   (987 3), 2,  0,  6,  8,   4,   7,   {5 1579}
 7897,  101211111,   1111011011001,   10,   (987 3),  (3949 1), 1,  2,  1,  10,  6,   9,   {53 149}
 7899,  101211120,   1111011011011,   34,  (3949 1),  (1975 2), 0,  4,  3,  1,   8,   11,  {3 2633}
 7901,  101211122,   1111011011101,   10,  (1975 2),  (3951 1), 2,  1,  5,  3,   10,  13,  {7901}
 7903,  101211201,   1111011011111,   24,  (3951 1),   (247 5), 1,  3,  0,  5,   12,  15,  {7 1129}
 7905,  101211210,   1111011100001,   68,   (247 5),  (3953 1), 0,  0,  2,  7,   1,   0,   {3 5 17 31}
 7907,  101211212,   1111011100011,   15,  (3953 1),  (1977 2), 2,  2,  4,  9,   3,   2,   {7907}
 7909,  101211221,   1111011100101,   51,  (1977 2),  (3955 1), 1,  4,  6,  0,   5,   4,   {11 719}
 7911,  101212000,   1111011100111,   24,  (3955 1),   (989 3), 0,  1,  1,  2,   7,   6,   {3 293}
 7913,  101212002,   1111011101001,   34,   (989 3),  (3957 1), 2,  3,  3,  4,   9,   8,   {41 193}
 7915,  101212011,   1111011101011,   34,  (3957 1),  (1979 2), 1,  0,  5,  6,   11,  10,  {5 1583}
 7917,  101212020,   1111011101101,   51,  (1979 2),  (3959 1), 0,  2,  0,  8,   0,   12,  {3 7 13 29}
 7919,  101212022,   1111011101111,   24,  (3959 1),   (495 4), 2,  4,  2,  10,  2,   14,  {7919}
 7921,  101212101,   1111011110001,   15,   (495 4),  (3961 1), 1,  1,  4,  1,   4,   16,  {89}
 7923,  101212110,   1111011110011,   15,  (3961 1),  (1981 2), 0,  3,  6,  3,   6,   1,   {3 19 139}
 7925,  101212112,   1111011110101,   34,  (1981 2),  (3963 1), 2,  0,  1,  5,   8,   3,   {5 317}
 7927,  101212121,   1111011110111,   15,  (3963 1),   (991 3), 1,  2,  3,  7,   10,  5,   {7927}
 7929,  101212200,   1111011111001,   51,   (991 3),  (3965 1), 0,  4,  5,  9,   12,  7,   {3 881}
 7931,  101212202,   1111011111011,   24,  (3965 1),  (1983 2), 2,  1,  0,  0,   1,   9,   {7 11 103}
 7933,  101212211,   1111011111101,   15,  (1983 2),  (3967 1), 1,  3,  2,  2,   3,   11,  {7933}
 7935,  101212220,   1111011111111,   44,  (3967 1),    (31 8), 0,  0,  4,  4,   5,   13,  {3 5 23}
 7937,  101212222,   1111100000001,   15,    (31 8),  (3969 1), 2,  2,  6,  6,   7,   15,  {7937}
 7939,  101220001,   1111100000011,   51,  (3969 1),  (1985 2), 1,  4,  1,  8,   9,   0,   {17 467}
 7941,  101220010,   1111100000101,   15,  (1985 2),  (3971 1), 0,  1,  3,  10,  11,  2,   {3 2647}
 7943,  101220012,   1111100000111,   51,  (3971 1),   (993 3), 2,  3,  5,  1,   0,   4,   {13 47}
 7945,  101220021,   1111100001001,   44,   (993 3),  (3973 1), 1,  0,  0,  3,   2,   6,   {5 7 227}
 7947,  101220100,   1111100001011,   15,  (3973 1),  (1987 2), 0,  2,  2,  5,   4,   8,   {3 883}
 7949,  101220102,   1111100001101,   32,  (1987 2),  (3975 1), 2,  4,  4,  7,   6,   10,  {7949}
 7951,  101220111,   1111100001111,   15,  (3975 1),   (497 4), 1,  1,  6,  9,   8,   12,  {7951}
 7953,  101220120,   1111100010001,   32,   (497 4),  (3977 1), 0,  3,  1,  0,   10,  14,  {3 11 241}
 7955,  101220122,   1111100010011,   51,  (3977 1),  (1989 2), 2,  0,  3,  2,   12,  16,  {5 37 43}
 7957,  101220201,   1111100010101,    5,  (1989 2),  (3979 1), 1,  2,  5,  4,   1,   1,   {73 109}
 7959,  101220210,   1111100010111,   32,  (3979 1),   (995 3), 0,  4,  0,  6,   3,   3,   {3 7 379}
 7961,  101220212,   1111100011001,   51,   (995 3),  (3981 1), 2,  1,  2,  8,   5,   5,   {19 419}
 7963,  101220221,   1111100011011,   92,  (3981 1),  (1991 2), 1,  3,  4,  10,  7,   7,   {7963}
 7965,  101221000,   1111100011101,   15,  (1991 2),  (3983 1), 0,  0,  6,  1,   9,   9,   {3 5 59}
 7967,  101221002,   1111100011111,   32,  (3983 1),   (249 5), 2,  2,  1,  3,   11,  11,  {31 257}
 7969,  101221011,   1111100100001,   15,   (249 5),  (3985 1), 1,  4,  3,  5,   0,   13,  {13 613}
 7971,  101221020,   1111100100011,   15,  (3985 1),  (1993 2), 0,  1,  5,  7,   2,   15,  {3 2657}
 7973,  101221022,   1111100100101,   15,  (1993 2),  (3987 1), 2,  3,  0,  9,   4,   0,   {7 17 67}
 7975,  101221101,   1111100100111,   51,  (3987 1),   (997 3), 1,  0,  2,  0,   6,   2,   {5 11 29}
 7977,  101221110,   1111100101001,   15,   (997 3),  (3989 1), 0,  2,  4,  2,   8,   4,   {3 2659}
 7979,  101221112,   1111100101011,   15,  (3989 1),  (1995 2), 2,  4,  6,  4,   10,  6,   {79 101}
 7981,  101221121,   1111100101101,   15,  (1995 2),  (3991 1), 1,  1,  1,  6,   12,  8,   {23 347}
 7983,  101221200,   1111100101111,   15,  (3991 1),   (499 4), 0,  3,  3,  8,   1,   10,  {3 887}
 7985,  101221202,   1111100110001,   15,   (499 4),  (3993 1), 2,  0,  5,  10,  3,   12,  {5 1597}
 7987,  101221211,   1111100110011,   15,  (3993 1),  (1997 2), 1,  2,  0,  1,   5,   14,  {7 163}
 7989,  101221220,   1111100110101,   15,  (1997 2),  (3995 1), 0,  4,  2,  3,   7,   16,  {3 2663}
 7991,  101221222,   1111100110111,   27,  (3995 1),   (999 3), 2,  1,  4,  5,   9,   1,   {61 131}
 7993,  101222001,   1111100111001,   27,   (999 3),  (3997 1), 1,  3,  6,  7,   11,  3,   {7993}
 7995,  101222010,   1111100111011,   15,  (3997 1),  (1999 2), 0,  0,  1,  9,   0,   5,   {3 5 13 41}
 7997,  101222012,   1111100111101,   15,  (1999 2),  (3999 1), 2,  2,  3,  0,   2,   7,   {11 727}
 7999,  101222021,   1111100111111,   68,  (3999 1),   (125 6), 1,  4,  5,  2,   4,   9,   {19 421}
