# `n`             a positive integer
# `factorization` the prime factorization of n, including exponents
# `primeness`     notes if n is a prime, prime power, radical, radical power, or primorial
# `m*`            the prime residues of n modulo a set of primes

    n, factorization, primeness,      m3, m5, m7, m11, m13, m17, m19, m23, m29, m31
 4762, 2 2381,        radical,        1,  2,  2,  10,  4,   2,   12,  1,   6,   19
 4763, 11 433,        radical,        2,  3,  3,  0,   5,   3,   13,  2,   7,   20
 4764, 2² 3 397,      ,               0,  4,  4,  1,   6,   4,   14,  3,   8,   21
 4765, 5 953,         radical,        1,  0,  5,  2,   7,   5,   15,  4,   9,   22
 4766, 2 2383,        radical,        2,  1,  6,  3,   8,   6,   16,  5,   10,  23
 4767, 3 7 227,       radical,        0,  2,  0,  4,   9,   7,   17,  6,   11,  24
 4768, 2⁵ 149,        ,               1,  3,  1,  5,   10,  8,   18,  7,   12,  25
 4769, 19 251,        radical,        2,  4,  2,  6,   11,  9,   0,   8,   13,  26
 4770, 2 3² 5 53,     ,               0,  0,  3,  7,   12,  10,  1,   9,   14,  27
 4771, 13 367,        radical,        1,  1,  4,  8,   0,   11,  2,   10,  15,  28
 4772, 2² 1193,       ,               2,  2,  5,  9,   1,   12,  3,   11,  16,  29
 4773, 3 37 43,       radical,        0,  3,  6,  10,  2,   13,  4,   12,  17,  30
 4774, 2 7 11 31,     radical,        1,  4,  0,  0,   3,   14,  5,   13,  18,  0
 4775, 5² 191,        ,               2,  0,  1,  1,   4,   15,  6,   14,  19,  1
 4776, 2³ 3 199,      ,               0,  1,  2,  2,   5,   16,  7,   15,  20,  2
 4777, 17 281,        radical,        1,  2,  3,  3,   6,   0,   8,   16,  21,  3
 4778, 2 2389,        radical,        2,  3,  4,  4,   7,   1,   9,   17,  22,  4
 4779, 3⁴ 59,         ,               0,  4,  5,  5,   8,   2,   10,  18,  23,  5
 4780, 2² 5 239,      ,               1,  0,  6,  6,   9,   3,   11,  19,  24,  6
 4781, 7 683,         radical,        2,  1,  0,  7,   10,  4,   12,  20,  25,  7
 4782, 2 3 797,       radical,        0,  2,  1,  8,   11,  5,   13,  21,  26,  8
 4783, 4783,          prime,          1,  3,  2,  9,   12,  6,   14,  22,  27,  9
 4784, 2⁴ 13 23,      ,               2,  4,  3,  10,  0,   7,   15,  0,   28,  10
 4785, 3 5 11 29,     radical,        0,  0,  4,  0,   1,   8,   16,  1,   0,   11
 4786, 2 2393,        radical,        1,  1,  5,  1,   2,   9,   17,  2,   1,   12
 4787, 4787,          prime,          2,  2,  6,  2,   3,   10,  18,  3,   2,   13
 4788, 2² 3² 7 19,    ,               0,  3,  0,  3,   4,   11,  0,   4,   3,   14
 4789, 4789,          prime,          1,  4,  1,  4,   5,   12,  1,   5,   4,   15
 4790, 2 5 479,       radical,        2,  0,  2,  5,   6,   13,  2,   6,   5,   16
 4791, 3 1597,        radical,        0,  1,  3,  6,   7,   14,  3,   7,   6,   17
 4792, 2³ 599,        ,               1,  2,  4,  7,   8,   15,  4,   8,   7,   18
 4793, 4793,          prime,          2,  3,  5,  8,   9,   16,  5,   9,   8,   19
 4794, 2 3 17 47,     radical,        0,  4,  6,  9,   10,  0,   6,   10,  9,   20
 4795, 5 7 137,       radical,        1,  0,  0,  10,  11,  1,   7,   11,  10,  21
 4796, 2² 11 109,     ,               2,  1,  1,  0,   12,  2,   8,   12,  11,  22
 4797, 3² 13 41,      ,               0,  2,  2,  1,   0,   3,   9,   13,  12,  23
 4798, 2 2399,        radical,        1,  3,  3,  2,   1,   4,   10,  14,  13,  24
 4799, 4799,          prime,          2,  4,  4,  3,   2,   5,   11,  15,  14,  25
 4800, 2⁶ 3 5²,       ,               0,  0,  5,  4,   3,   6,   12,  16,  15,  26
 4801, 4801,          prime,          1,  1,  6,  5,   4,   7,   13,  17,  16,  27
 4802, 2 7⁴,          ,               2,  2,  0,  6,   5,   8,   14,  18,  17,  28
 4803, 3 1601,        radical,        0,  3,  1,  7,   6,   9,   15,  19,  18,  29
 4804, 2² 1201,       ,               1,  4,  2,  8,   7,   10,  16,  20,  19,  30
 4805, 5 31²,         ,               2,  0,  3,  9,   8,   11,  17,  21,  20,  0
 4806, 2 3³ 89,       ,               0,  1,  4,  10,  9,   12,  18,  22,  21,  1
 4807, 11 19 23,      radical,        1,  2,  5,  0,   10,  13,  0,   0,   22,  2
 4808, 2³ 601,        ,               2,  3,  6,  1,   11,  14,  1,   1,   23,  3
 4809, 3 7 229,       radical,        0,  4,  0,  2,   12,  15,  2,   2,   24,  4
 4810, 2 5 13 37,     radical,        1,  0,  1,  3,   0,   16,  3,   3,   25,  5
 4811, 17 283,        radical,        2,  1,  2,  4,   1,   0,   4,   4,   26,  6
 4812, 2² 3 401,      ,               0,  2,  3,  5,   2,   1,   5,   5,   27,  7
 4813, 4813,          prime,          1,  3,  4,  6,   3,   2,   6,   6,   28,  8
 4814, 2 29 83,       radical,        2,  4,  5,  7,   4,   3,   7,   7,   0,   9
 4815, 3² 5 107,      ,               0,  0,  6,  8,   5,   4,   8,   8,   1,   10
 4816, 2⁴ 7 43,       ,               1,  1,  0,  9,   6,   5,   9,   9,   2,   11
 4817, 4817,          prime,          2,  2,  1,  10,  7,   6,   10,  10,  3,   12
 4818, 2 3 11 73,     radical,        0,  3,  2,  0,   8,   7,   11,  11,  4,   13
 4819, 61 79,         radical,        1,  4,  3,  1,   9,   8,   12,  12,  5,   14
 4820, 2² 5 241,      ,               2,  0,  4,  2,   10,  9,   13,  13,  6,   15
 4821, 3 1607,        radical,        0,  1,  5,  3,   11,  10,  14,  14,  7,   16
 4822, 2 2411,        radical,        1,  2,  6,  4,   12,  11,  15,  15,  8,   17
 4823, 7 13 53,       radical,        2,  3,  0,  5,   0,   12,  16,  16,  9,   18
 4824, 2³ 3² 67,      ,               0,  4,  1,  6,   1,   13,  17,  17,  10,  19
 4825, 5² 193,        ,               1,  0,  2,  7,   2,   14,  18,  18,  11,  20
 4826, 2 19 127,      radical,        2,  1,  3,  8,   3,   15,  0,   19,  12,  21
 4827, 3 1609,        radical,        0,  2,  4,  9,   4,   16,  1,   20,  13,  22
 4828, 2² 17 71,      ,               1,  3,  5,  10,  5,   0,   2,   21,  14,  23
 4829, 11 439,        radical,        2,  4,  6,  0,   6,   1,   3,   22,  15,  24
 4830, 2 3 5 7 23,    radical,        0,  0,  0,  1,   7,   2,   4,   0,   16,  25
 4831, 4831,          prime,          1,  1,  1,  2,   8,   3,   5,   1,   17,  26
 4832, 2⁵ 151,        ,               2,  2,  2,  3,   9,   4,   6,   2,   18,  27
 4833, 3³ 179,        ,               0,  3,  3,  4,   10,  5,   7,   3,   19,  28
 4834, 2 2417,        radical,        1,  4,  4,  5,   11,  6,   8,   4,   20,  29
 4835, 5 967,         radical,        2,  0,  5,  6,   12,  7,   9,   5,   21,  30
 4836, 2² 3 13 31,    ,               0,  1,  6,  7,   0,   8,   10,  6,   22,  0
 4837, 7 691,         radical,        1,  2,  0,  8,   1,   9,   11,  7,   23,  1
 4838, 2 41 59,       radical,        2,  3,  1,  9,   2,   10,  12,  8,   24,  2
 4839, 3 1613,        radical,        0,  4,  2,  10,  3,   11,  13,  9,   25,  3
 4840, 2³ 5 11²,      ,               1,  0,  3,  0,   4,   12,  14,  10,  26,  4
 4841, 47 103,        radical,        2,  1,  4,  1,   5,   13,  15,  11,  27,  5
 4842, 2 3² 269,      ,               0,  2,  5,  2,   6,   14,  16,  12,  28,  6
 4843, 29 167,        radical,        1,  3,  6,  3,   7,   15,  17,  13,  0,   7
 4844, 2² 7 173,      ,               2,  4,  0,  4,   8,   16,  18,  14,  1,   8
 4845, 3 5 17 19,     radical,        0,  0,  1,  5,   9,   0,   0,   15,  2,   9
 4846, 2 2423,        radical,        1,  1,  2,  6,   10,  1,   1,   16,  3,   10
 4847, 37 131,        radical,        2,  2,  3,  7,   11,  2,   2,   17,  4,   11
 4848, 2⁴ 3 101,      ,               0,  3,  4,  8,   12,  3,   3,   18,  5,   12
 4849, 13 373,        radical,        1,  4,  5,  9,   0,   4,   4,   19,  6,   13
 4850, 2 5² 97,       ,               2,  0,  6,  10,  1,   5,   5,   20,  7,   14
 4851, 3² 7² 11,      ,               0,  1,  0,  0,   2,   6,   6,   21,  8,   15
 4852, 2² 1213,       ,               1,  2,  1,  1,   3,   7,   7,   22,  9,   16
 4853, 23 211,        radical,        2,  3,  2,  2,   4,   8,   8,   0,   10,  17
 4854, 2 3 809,       radical,        0,  4,  3,  3,   5,   9,   9,   1,   11,  18
 4855, 5 971,         radical,        1,  0,  4,  4,   6,   10,  10,  2,   12,  19
 4856, 2³ 607,        ,               2,  1,  5,  5,   7,   11,  11,  3,   13,  20
 4857, 3 1619,        radical,        0,  2,  6,  6,   8,   12,  12,  4,   14,  21
 4858, 2 7 347,       radical,        1,  3,  0,  7,   9,   13,  13,  5,   15,  22
 4859, 43 113,        radical,        2,  4,  1,  8,   10,  14,  14,  6,   16,  23
 4860, 2² 3⁵ 5,       ,               0,  0,  2,  9,   11,  15,  15,  7,   17,  24
 4861, 4861,          prime,          1,  1,  3,  10,  12,  16,  16,  8,   18,  25
 4862, 2 11 13 17,    radical,        2,  2,  4,  0,   0,   0,   17,  9,   19,  26
 4863, 3 1621,        radical,        0,  3,  5,  1,   1,   1,   18,  10,  20,  27
 4864, 2⁸ 19,         ,               1,  4,  6,  2,   2,   2,   0,   11,  21,  28
 4865, 5 7 139,       radical,        2,  0,  0,  3,   3,   3,   1,   12,  22,  29
 4866, 2 3 811,       radical,        0,  1,  1,  4,   4,   4,   2,   13,  23,  30
 4867, 31 157,        radical,        1,  2,  2,  5,   5,   5,   3,   14,  24,  0
 4868, 2² 1217,       ,               2,  3,  3,  6,   6,   6,   4,   15,  25,  1
 4869, 3² 541,        ,               0,  4,  4,  7,   7,   7,   5,   16,  26,  2
 4870, 2 5 487,       radical,        1,  0,  5,  8,   8,   8,   6,   17,  27,  3
 4871, 4871,          prime,          2,  1,  6,  9,   9,   9,   7,   18,  28,  4
 4872, 2³ 3 7 29,     ,               0,  2,  0,  10,  10,  10,  8,   19,  0,   5
 4873, 11 443,        radical,        1,  3,  1,  0,   11,  11,  9,   20,  1,   6
 4874, 2 2437,        radical,        2,  4,  2,  1,   12,  12,  10,  21,  2,   7
 4875, 3 5³ 13,       ,               0,  0,  3,  2,   0,   13,  11,  22,  3,   8
 4876, 2² 23 53,      ,               1,  1,  4,  3,   1,   14,  12,  0,   4,   9
 4877, 4877,          prime,          2,  2,  5,  4,   2,   15,  13,  1,   5,   10
 4878, 2 3² 271,      ,               0,  3,  6,  5,   3,   16,  14,  2,   6,   11
 4879, 7 17 41,       radical,        1,  4,  0,  6,   4,   0,   15,  3,   7,   12
 4880, 2⁴ 5 61,       ,               2,  0,  1,  7,   5,   1,   16,  4,   8,   13
 4881, 3 1627,        radical,        0,  1,  2,  8,   6,   2,   17,  5,   9,   14
 4882, 2 2441,        radical,        1,  2,  3,  9,   7,   3,   18,  6,   10,  15
 4883, 19 257,        radical,        2,  3,  4,  10,  8,   4,   0,   7,   11,  16
 4884, 2² 3 11 37,    ,               0,  4,  5,  0,   9,   5,   1,   8,   12,  17
 4885, 5 977,         radical,        1,  0,  6,  1,   10,  6,   2,   9,   13,  18
 4886, 2 7 349,       radical,        2,  1,  0,  2,   11,  7,   3,   10,  14,  19
 4887, 3³ 181,        ,               0,  2,  1,  3,   12,  8,   4,   11,  15,  20
 4888, 2³ 13 47,      ,               1,  3,  2,  4,   0,   9,   5,   12,  16,  21
 4889, 4889,          prime,          2,  4,  3,  5,   1,   10,  6,   13,  17,  22
 4890, 2 3 5 163,     radical,        0,  0,  4,  6,   2,   11,  7,   14,  18,  23
 4891, 67 73,         radical,        1,  1,  5,  7,   3,   12,  8,   15,  19,  24
 4892, 2² 1223,       ,               2,  2,  6,  8,   4,   13,  9,   16,  20,  25
 4893, 3 7 233,       radical,        0,  3,  0,  9,   5,   14,  10,  17,  21,  26
 4894, 2 2447,        radical,        1,  4,  1,  10,  6,   15,  11,  18,  22,  27
 4895, 5 11 89,       radical,        2,  0,  2,  0,   7,   16,  12,  19,  23,  28
 4896, 2⁵ 3² 17,      ,               0,  1,  3,  1,   8,   0,   13,  20,  24,  29
 4897, 59 83,         radical,        1,  2,  4,  2,   9,   1,   14,  21,  25,  30
 4898, 2 31 79,       radical,        2,  3,  5,  3,   10,  2,   15,  22,  26,  0
 4899, 3 23 71,       radical,        0,  4,  6,  4,   11,  3,   16,  0,   27,  1
 4900, 2² 5² 7²,      radical power,  1,  0,  0,  5,   12,  4,   17,  1,   28,  2
 4901, 13² 29,        ,               2,  1,  1,  6,   0,   5,   18,  2,   0,   3
 4902, 2 3 19 43,     radical,        0,  2,  2,  7,   1,   6,   0,   3,   1,   4
 4903, 4903,          prime,          1,  3,  3,  8,   2,   7,   1,   4,   2,   5
 4904, 2³ 613,        ,               2,  4,  4,  9,   3,   8,   2,   5,   3,   6
 4905, 3² 5 109,      ,               0,  0,  5,  10,  4,   9,   3,   6,   4,   7
 4906, 2 11 223,      radical,        1,  1,  6,  0,   5,   10,  4,   7,   5,   8
 4907, 7 701,         radical,        2,  2,  0,  1,   6,   11,  5,   8,   6,   9
 4908, 2² 3 409,      ,               0,  3,  1,  2,   7,   12,  6,   9,   7,   10
 4909, 4909,          prime,          1,  4,  2,  3,   8,   13,  7,   10,  8,   11
 4910, 2 5 491,       radical,        2,  0,  3,  4,   9,   14,  8,   11,  9,   12
 4911, 3 1637,        radical,        0,  1,  4,  5,   10,  15,  9,   12,  10,  13
 4912, 2⁴ 307,        ,               1,  2,  5,  6,   11,  16,  10,  13,  11,  14
 4913, 17³,           prime power,    2,  3,  6,  7,   12,  0,   11,  14,  12,  15
 4914, 2 3³ 7 13,     ,               0,  4,  0,  8,   0,   1,   12,  15,  13,  16
 4915, 5 983,         radical,        1,  0,  1,  9,   1,   2,   13,  16,  14,  17
 4916, 2² 1229,       ,               2,  1,  2,  10,  2,   3,   14,  17,  15,  18
 4917, 3 11 149,      radical,        0,  2,  3,  0,   3,   4,   15,  18,  16,  19
 4918, 2 2459,        radical,        1,  3,  4,  1,   4,   5,   16,  19,  17,  20
 4919, 4919,          prime,          2,  4,  5,  2,   5,   6,   17,  20,  18,  21
 4920, 2³ 3 5 41,     ,               0,  0,  6,  3,   6,   7,   18,  21,  19,  22
 4921, 7 19 37,       radical,        1,  1,  0,  4,   7,   8,   0,   22,  20,  23
 4922, 2 23 107,      radical,        2,  2,  1,  5,   8,   9,   1,   0,   21,  24
 4923, 3² 547,        ,               0,  3,  2,  6,   9,   10,  2,   1,   22,  25
 4924, 2² 1231,       ,               1,  4,  3,  7,   10,  11,  3,   2,   23,  26
 4925, 5² 197,        ,               2,  0,  4,  8,   11,  12,  4,   3,   24,  27
 4926, 2 3 821,       radical,        0,  1,  5,  9,   12,  13,  5,   4,   25,  28
 4927, 13 379,        radical,        1,  2,  6,  10,  0,   14,  6,   5,   26,  29
 4928, 2⁶ 7 11,       ,               2,  3,  0,  0,   1,   15,  7,   6,   27,  30
 4929, 3 31 53,       radical,        0,  4,  1,  1,   2,   16,  8,   7,   28,  0
 4930, 2 5 17 29,     radical,        1,  0,  2,  2,   3,   0,   9,   8,   0,   1
 4931, 4931,          prime,          2,  1,  3,  3,   4,   1,   10,  9,   1,   2
 4932, 2² 3² 137,     ,               0,  2,  4,  4,   5,   2,   11,  10,  2,   3
 4933, 4933,          prime,          1,  3,  5,  5,   6,   3,   12,  11,  3,   4
 4934, 2 2467,        radical,        2,  4,  6,  6,   7,   4,   13,  12,  4,   5
 4935, 3 5 7 47,      radical,        0,  0,  0,  7,   8,   5,   14,  13,  5,   6
 4936, 2³ 617,        ,               1,  1,  1,  8,   9,   6,   15,  14,  6,   7
 4937, 4937,          prime,          2,  2,  2,  9,   10,  7,   16,  15,  7,   8
 4938, 2 3 823,       radical,        0,  3,  3,  10,  11,  8,   17,  16,  8,   9
 4939, 11 449,        radical,        1,  4,  4,  0,   12,  9,   18,  17,  9,   10
 4940, 2² 5 13 19,    ,               2,  0,  5,  1,   0,   10,  0,   18,  10,  11
 4941, 3⁴ 61,         ,               0,  1,  6,  2,   1,   11,  1,   19,  11,  12
 4942, 2 7 353,       radical,        1,  2,  0,  3,   2,   12,  2,   20,  12,  13
 4943, 4943,          prime,          2,  3,  1,  4,   3,   13,  3,   21,  13,  14
 4944, 2⁴ 3 103,      ,               0,  4,  2,  5,   4,   14,  4,   22,  14,  15
 4945, 5 23 43,       radical,        1,  0,  3,  6,   5,   15,  5,   0,   15,  16
 4946, 2 2473,        radical,        2,  1,  4,  7,   6,   16,  6,   1,   16,  17
 4947, 3 17 97,       radical,        0,  2,  5,  8,   7,   0,   7,   2,   17,  18
 4948, 2² 1237,       ,               1,  3,  6,  9,   8,   1,   8,   3,   18,  19
 4949, 7² 101,        ,               2,  4,  0,  10,  9,   2,   9,   4,   19,  20
 4950, 2 3² 5² 11,    ,               0,  0,  1,  0,   10,  3,   10,  5,   20,  21
 4951, 4951,          prime,          1,  1,  2,  1,   11,  4,   11,  6,   21,  22
 4952, 2³ 619,        ,               2,  2,  3,  2,   12,  5,   12,  7,   22,  23
 4953, 3 13 127,      radical,        0,  3,  4,  3,   0,   6,   13,  8,   23,  24
 4954, 2 2477,        radical,        1,  4,  5,  4,   1,   7,   14,  9,   24,  25
 4955, 5 991,         radical,        2,  0,  6,  5,   2,   8,   15,  10,  25,  26
 4956, 2² 3 7 59,     ,               0,  1,  0,  6,   3,   9,   16,  11,  26,  27
 4957, 4957,          prime,          1,  2,  1,  7,   4,   10,  17,  12,  27,  28
 4958, 2 37 67,       radical,        2,  3,  2,  8,   5,   11,  18,  13,  28,  29
 4959, 3² 19 29,      ,               0,  4,  3,  9,   6,   12,  0,   14,  0,   30
 4960, 2⁵ 5 31,       ,               1,  0,  4,  10,  7,   13,  1,   15,  1,   0
 4961, 11² 41,        ,               2,  1,  5,  0,   8,   14,  2,   16,  2,   1
 4962, 2 3 827,       radical,        0,  2,  6,  1,   9,   15,  3,   17,  3,   2
 4963, 7 709,         radical,        1,  3,  0,  2,   10,  16,  4,   18,  4,   3
 4964, 2² 17 73,      ,               2,  4,  1,  3,   11,  0,   5,   19,  5,   4
 4965, 3 5 331,       radical,        0,  0,  2,  4,   12,  1,   6,   20,  6,   5
 4966, 2 13 191,      radical,        1,  1,  3,  5,   0,   2,   7,   21,  7,   6
 4967, 4967,          prime,          2,  2,  4,  6,   1,   3,   8,   22,  8,   7
 4968, 2³ 3³ 23,      ,               0,  3,  5,  7,   2,   4,   9,   0,   9,   8
 4969, 4969,          prime,          1,  4,  6,  8,   3,   5,   10,  1,   10,  9
 4970, 2 5 7 71,      radical,        2,  0,  0,  9,   4,   6,   11,  2,   11,  10
 4971, 3 1657,        radical,        0,  1,  1,  10,  5,   7,   12,  3,   12,  11
 4972, 2² 11 113,     ,               1,  2,  2,  0,   6,   8,   13,  4,   13,  12
 4973, 4973,          prime,          2,  3,  3,  1,   7,   9,   14,  5,   14,  13
 4974, 2 3 829,       radical,        0,  4,  4,  2,   8,   10,  15,  6,   15,  14
 4975, 5² 199,        ,               1,  0,  5,  3,   9,   11,  16,  7,   16,  15
 4976, 2⁴ 311,        ,               2,  1,  6,  4,   10,  12,  17,  8,   17,  16
 4977, 3² 7 79,       ,               0,  2,  0,  5,   11,  13,  18,  9,   18,  17
 4978, 2 19 131,      radical,        1,  3,  1,  6,   12,  14,  0,   10,  19,  18
 4979, 13 383,        radical,        2,  4,  2,  7,   0,   15,  1,   11,  20,  19
 4980, 2² 3 5 83,     ,               0,  0,  3,  8,   1,   16,  2,   12,  21,  20
 4981, 17 293,        radical,        1,  1,  4,  9,   2,   0,   3,   13,  22,  21
 4982, 2 47 53,       radical,        2,  2,  5,  10,  3,   1,   4,   14,  23,  22
 4983, 3 11 151,      radical,        0,  3,  6,  0,   4,   2,   5,   15,  24,  23
 4984, 2³ 7 89,       ,               1,  4,  0,  1,   5,   3,   6,   16,  25,  24
 4985, 5 997,         radical,        2,  0,  1,  2,   6,   4,   7,   17,  26,  25
 4986, 2 3² 277,      ,               0,  1,  2,  3,   7,   5,   8,   18,  27,  26
 4987, 4987,          prime,          1,  2,  3,  4,   8,   6,   9,   19,  28,  27
 4988, 2² 29 43,      ,               2,  3,  4,  5,   9,   7,   10,  20,  0,   28
 4989, 3 1663,        radical,        0,  4,  5,  6,   10,  8,   11,  21,  1,   29
 4990, 2 5 499,       radical,        1,  0,  6,  7,   11,  9,   12,  22,  2,   30
 4991, 7 23 31,       radical,        2,  1,  0,  8,   12,  10,  13,  0,   3,   0
